INSTANCE_ID,REFERENCE_ID,level_all_num,level1_num,level2_num,level3_num,level4_num,level5_num,level6_num,level1_char,level2_char,level3_char,level4_char,level5_char,level6_char,ANCHOR_TEXT,CONTEXT_PARAGRAPH
951,4245546,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Michaudel et al., 2018","Acute exposure to 0.25-0.5 ppm ozone resulted in minimal or no changes in inflammation, injury, or oxidative stress markers in BALF (Michaudel et al., 2018; Kodavanti et al., 2015; Kumarathasan et al., 2015; Kurhanewicz et al., 2014; McIntosh-Kastrinsky et al., 2013; Thomson et al., 2013). Histopathological lesions were seen in response to 0.25 and 0.5 ppm ozone (Ramot et al., 2015)."
952,3074445,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Kodavanti et al., 2015","Acute exposure to 0.25-0.5 ppm ozone resulted in minimal or no changes in inflammation, injury, or oxidative stress markers in BALF (Michaudel et al., 2018; Kodavanti et al., 2015; Kumarathasan et al., 2015; Kurhanewicz et al., 2014; McIntosh-Kastrinsky et al., 2013; Thomson et al., 2013). Histopathological lesions were seen in response to 0.25 and 0.5 ppm ozone (Ramot et al., 2015)."
953,3008116,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Kumarathasan et al., 2015","Acute exposure to 0.25-0.5 ppm ozone resulted in minimal or no changes in inflammation, injury, or oxidative stress markers in BALF (Michaudel et al., 2018; Kodavanti et al., 2015; Kumarathasan et al., 2015; Kurhanewicz et al., 2014; McIntosh-Kastrinsky et al., 2013; Thomson et al., 2013). Histopathological lesions were seen in response to 0.25 and 0.5 ppm ozone (Ramot et al., 2015)."
954,2534377,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Kurhanewicz et al., 2014","Acute exposure to 0.25-0.5 ppm ozone resulted in minimal or no changes in inflammation, injury, or oxidative stress markers in BALF (Michaudel et al., 2018; Kodavanti et al., 2015; Kumarathasan et al., 2015; Kurhanewicz et al., 2014; McIntosh-Kastrinsky et al., 2013; Thomson et al., 2013). Histopathological lesions were seen in response to 0.25 and 0.5 ppm ozone (Ramot et al., 2015)."
955,2214261,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"McIntosh-Kastrinsky et al., 2013","Acute exposure to 0.25-0.5 ppm ozone resulted in minimal or no changes in inflammation, injury, or oxidative stress markers in BALF (Michaudel et al., 2018; Kodavanti et al., 2015; Kumarathasan et al., 2015; Kurhanewicz et al., 2014; McIntosh-Kastrinsky et al., 2013; Thomson et al., 2013). Histopathological lesions were seen in response to 0.25 and 0.5 ppm ozone (Ramot et al., 2015)."
956,1927906,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Thomson et al., 2013","Acute exposure to 0.25-0.5 ppm ozone resulted in minimal or no changes in inflammation, injury, or oxidative stress markers in BALF (Michaudel et al., 2018; Kodavanti et al., 2015; Kumarathasan et al., 2015; Kurhanewicz et al., 2014; McIntosh-Kastrinsky et al., 2013; Thomson et al., 2013). Histopathological lesions were seen in response to 0.25 and 0.5 ppm ozone (Ramot et al., 2015)."
957,3074522,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Ramot et al., 2015","Acute exposure to 0.25-0.5 ppm ozone resulted in minimal or no changes in inflammation, injury, or oxidative stress markers in BALF (Michaudel et al., 2018; Kodavanti et al., 2015; Kumarathasan et al., 2015; Kurhanewicz et al., 2014; McIntosh-Kastrinsky et al., 2013; Thomson et al., 2013). Histopathological lesions were seen in response to 0.25 and 0.5 ppm ozone (Ramot et al., 2015)."
958,3276956,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Che et al., 2016","Subacute exposures to 0.3-0.7 ppm ozone for up to 72 hours resulted in inflammation, injury, and oxidative stress (Che et al., 2016; Mathews et al., 2015; Verhein et al., 2015; Kasahara et al., 2014; Cho et al., 2013; Kasahara et al., 2013; Kasahara et al., 2012)."
959,3346268,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Mathews et al., 2015","Subacute exposures to 0.3-0.7 ppm ozone for up to 72 hours resulted in inflammation, injury, and oxidative stress (Che et al., 2016; Mathews et al., 2015; Verhein et al., 2015; Kasahara et al., 2014; Cho et al., 2013; Kasahara et al., 2013; Kasahara et al., 2012)."
960,3013903,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Verhein et al., 2015","Subacute exposures to 0.3-0.7 ppm ozone for up to 72 hours resulted in inflammation, injury, and oxidative stress (Che et al., 2016; Mathews et al., 2015; Verhein et al., 2015; Kasahara et al., 2014; Cho et al., 2013; Kasahara et al., 2013; Kasahara et al., 2012)."
961,3383804,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Kasahara et al., 2014","Subacute exposures to 0.3-0.7 ppm ozone for up to 72 hours resulted in inflammation, injury, and oxidative stress (Che et al., 2016; Mathews et al., 2015; Verhein et al., 2015; Kasahara et al., 2014; Cho et al., 2013; Kasahara et al., 2013; Kasahara et al., 2012)."
962,1679269,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Cho et al., 2013","Subacute exposures to 0.3-0.7 ppm ozone for up to 72 hours resulted in inflammation, injury, and oxidative stress (Che et al., 2016; Mathews et al., 2015; Verhein et al., 2015; Kasahara et al., 2014; Cho et al., 2013; Kasahara et al., 2013; Kasahara et al., 2012)."
963,3382867,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Kasahara et al., 2013","Subacute exposures to 0.3-0.7 ppm ozone for up to 72 hours resulted in inflammation, injury, and oxidative stress (Che et al., 2016; Mathews et al., 2015; Verhein et al., 2015; Kasahara et al., 2014; Cho et al., 2013; Kasahara et al., 2013; Kasahara et al., 2012)."
964,1073666,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Kasahara et al., 2012","Subacute exposures to 0.3-0.7 ppm ozone for up to 72 hours resulted in inflammation, injury, and oxidative stress (Che et al., 2016; Mathews et al., 2015; Verhein et al., 2015; Kasahara et al., 2014; Cho et al., 2013; Kasahara et al., 2013; Kasahara et al., 2012)."
965,3346268,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Mathews et al., 2015","o Several studies involving subacute exposure to 0.3 ppm ozone examined the time course of changes in inflammatory cells (Mathews et al., 2015; Kasahara et al., 2014; Kasahara et al., 2013; Kasahara et al., 2012)."
966,3383804,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Kasahara et al., 2014","o Several studies involving subacute exposure to 0.3 ppm ozone examined the time course of changes in inflammatory cells (Mathews et al., 2015; Kasahara et al., 2014; Kasahara et al., 2013; Kasahara et al., 2012)."
967,3382867,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Kasahara et al., 2013","o Several studies involving subacute exposure to 0.3 ppm ozone examined the time course of changes in inflammatory cells (Mathews et al., 2015; Kasahara et al., 2014; Kasahara et al., 2013; Kasahara et al., 2012)."
968,1073666,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Kasahara et al., 2012","o Several studies involving subacute exposure to 0.3 ppm ozone examined the time course of changes in inflammatory cells (Mathews et al., 2015; Kasahara et al., 2014; Kasahara et al., 2013; Kasahara et al., 2012)."
969,3276956,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Che et al., 2016","o Another study (Che et al., 2016), which involved subacute exposure to 0.7 ppm ozone, found increased IL-17A-producing gamma delta T cells."
970,3384526,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Brand et al., 2016","o Dendritic cells were increased by subacute exposure to 0.4 ppm ozone, but there was no impact on neutrophilic inflammation (Brand et al., 2016)."
971,1679269,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,Cho et al. (2013),o Evidence of mucus hypersecretion was found in Cho et al. (2013).
972,1073666,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Kasahara et al., 2012","§ Adiponectin (Kasahara et al., 2012)"
973,3382867,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Kasahara et al., 2013","§ T-cadherin (Kasahara et al., 2013)"
974,3383804,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Kasahara et al., 2014","§ IL-6 (Kasahara et al., 2014)"
975,3346268,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Mathews et al., 2015","§ IL-17A and gamma delta T cells (Mathews et al., 2015)"
976,1679269,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Cho et al., 2013","§ NRF2 (Cho et al., 2013)"
977,3013903,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Verhein et al., 2015","§ Notch (Verhein et al., 2015)"
978,3463063,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Ciencewicki et al., 2016","§ Mannose binding lectin (Ciencewicki et al., 2016)"
979,3276956,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Che et al., 2016","§ IL-17A, IL-1R, and caspase (Che et al., 2016)"
980,4245548,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Snow et al., 2018","Repeated exposure to ozone (0.5-2 ppm), using many different concentration-duration profiles, resulted in inflammation, injury, or oxidative stress in many studies (Snow et al., 2018; Gordon et al., 2017b; Gordon et al., 2017a; Harkema et al., 2017; Henriquez et al., 2017; Kumagai et al., 2017; Zhang et al., 2017; Kumagai et al., 2016; Liu et al., 2016; Miller et al., 2016b; Ong et al., 2016; Zhu et al., 2016; Feng et al., 2015; Gonzalez-Guevara et al., 2014; Tankersley et al., 2013; Wang et al., 2013; Brand et al., 2012; Xiang et al., 2012)."
981,3456315,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Gordon et al., 2017b","Repeated exposure to ozone (0.5-2 ppm), using many different concentration-duration profiles, resulted in inflammation, injury, or oxidative stress in many studies (Snow et al., 2018; Gordon et al., 2017b; Gordon et al., 2017a; Harkema et al., 2017; Henriquez et al., 2017; Kumagai et al., 2017; Zhang et al., 2017; Kumagai et al., 2016; Liu et al., 2016; Miller et al., 2016b; Ong et al., 2016; Zhu et al., 2016; Feng et al., 2015; Gonzalez-Guevara et al., 2014; Tankersley et al., 2013; Wang et al., 2013; Brand et al., 2012; Xiang et al., 2012)."
982,4165332,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Gordon et al., 2017a","Repeated exposure to ozone (0.5-2 ppm), using many different concentration-duration profiles, resulted in inflammation, injury, or oxidative stress in many studies (Snow et al., 2018; Gordon et al., 2017b; Gordon et al., 2017a; Harkema et al., 2017; Henriquez et al., 2017; Kumagai et al., 2017; Zhang et al., 2017; Kumagai et al., 2016; Liu et al., 2016; Miller et al., 2016b; Ong et al., 2016; Zhu et al., 2016; Feng et al., 2015; Gonzalez-Guevara et al., 2014; Tankersley et al., 2013; Wang et al., 2013; Brand et al., 2012; Xiang et al., 2012)."
983,3604366,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Harkema et al., 2017","Repeated exposure to ozone (0.5-2 ppm), using many different concentration-duration profiles, resulted in inflammation, injury, or oxidative stress in many studies (Snow et al., 2018; Gordon et al., 2017b; Gordon et al., 2017a; Harkema et al., 2017; Henriquez et al., 2017; Kumagai et al., 2017; Zhang et al., 2017; Kumagai et al., 2016; Liu et al., 2016; Miller et al., 2016b; Ong et al., 2016; Zhu et al., 2016; Feng et al., 2015; Gonzalez-Guevara et al., 2014; Tankersley et al., 2013; Wang et al., 2013; Brand et al., 2012; Xiang et al., 2012)."
984,4167139,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Henriquez et al., 2017","Repeated exposure to ozone (0.5-2 ppm), using many different concentration-duration profiles, resulted in inflammation, injury, or oxidative stress in many studies (Snow et al., 2018; Gordon et al., 2017b; Gordon et al., 2017a; Harkema et al., 2017; Henriquez et al., 2017; Kumagai et al., 2017; Zhang et al., 2017; Kumagai et al., 2016; Liu et al., 2016; Miller et al., 2016b; Ong et al., 2016; Zhu et al., 2016; Feng et al., 2015; Gonzalez-Guevara et al., 2014; Tankersley et al., 2013; Wang et al., 2013; Brand et al., 2012; Xiang et al., 2012)."
985,4246370,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Kumagai et al., 2017","Repeated exposure to ozone (0.5-2 ppm), using many different concentration-duration profiles, resulted in inflammation, injury, or oxidative stress in many studies (Snow et al., 2018; Gordon et al., 2017b; Gordon et al., 2017a; Harkema et al., 2017; Henriquez et al., 2017; Kumagai et al., 2017; Zhang et al., 2017; Kumagai et al., 2016; Liu et al., 2016; Miller et al., 2016b; Ong et al., 2016; Zhu et al., 2016; Feng et al., 2015; Gonzalez-Guevara et al., 2014; Tankersley et al., 2013; Wang et al., 2013; Brand et al., 2012; Xiang et al., 2012)."
986,4247017,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Zhang et al., 2017","Repeated exposure to ozone (0.5-2 ppm), using many different concentration-duration profiles, resulted in inflammation, injury, or oxidative stress in many studies (Snow et al., 2018; Gordon et al., 2017b; Gordon et al., 2017a; Harkema et al., 2017; Henriquez et al., 2017; Kumagai et al., 2017; Zhang et al., 2017; Kumagai et al., 2016; Liu et al., 2016; Miller et al., 2016b; Ong et al., 2016; Zhu et al., 2016; Feng et al., 2015; Gonzalez-Guevara et al., 2014; Tankersley et al., 2013; Wang et al., 2013; Brand et al., 2012; Xiang et al., 2012)."
987,3420409,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Kumagai et al., 2016","Repeated exposure to ozone (0.5-2 ppm), using many different concentration-duration profiles, resulted in inflammation, injury, or oxidative stress in many studies (Snow et al., 2018; Gordon et al., 2017b; Gordon et al., 2017a; Harkema et al., 2017; Henriquez et al., 2017; Kumagai et al., 2017; Zhang et al., 2017; Kumagai et al., 2016; Liu et al., 2016; Miller et al., 2016b; Ong et al., 2016; Zhu et al., 2016; Feng et al., 2015; Gonzalez-Guevara et al., 2014; Tankersley et al., 2013; Wang et al., 2013; Brand et al., 2012; Xiang et al., 2012)."
988,4249672,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Liu et al., 2016","Repeated exposure to ozone (0.5-2 ppm), using many different concentration-duration profiles, resulted in inflammation, injury, or oxidative stress in many studies (Snow et al., 2018; Gordon et al., 2017b; Gordon et al., 2017a; Harkema et al., 2017; Henriquez et al., 2017; Kumagai et al., 2017; Zhang et al., 2017; Kumagai et al., 2016; Liu et al., 2016; Miller et al., 2016b; Ong et al., 2016; Zhu et al., 2016; Feng et al., 2015; Gonzalez-Guevara et al., 2014; Tankersley et al., 2013; Wang et al., 2013; Brand et al., 2012; Xiang et al., 2012)."
989,3363248,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Miller et al., 2016b","Repeated exposure to ozone (0.5-2 ppm), using many different concentration-duration profiles, resulted in inflammation, injury, or oxidative stress in many studies (Snow et al., 2018; Gordon et al., 2017b; Gordon et al., 2017a; Harkema et al., 2017; Henriquez et al., 2017; Kumagai et al., 2017; Zhang et al., 2017; Kumagai et al., 2016; Liu et al., 2016; Miller et al., 2016b; Ong et al., 2016; Zhu et al., 2016; Feng et al., 2015; Gonzalez-Guevara et al., 2014; Tankersley et al., 2013; Wang et al., 2013; Brand et al., 2012; Xiang et al., 2012)."
990,3183112,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Ong et al., 2016","Repeated exposure to ozone (0.5-2 ppm), using many different concentration-duration profiles, resulted in inflammation, injury, or oxidative stress in many studies (Snow et al., 2018; Gordon et al., 2017b; Gordon et al., 2017a; Harkema et al., 2017; Henriquez et al., 2017; Kumagai et al., 2017; Zhang et al., 2017; Kumagai et al., 2016; Liu et al., 2016; Miller et al., 2016b; Ong et al., 2016; Zhu et al., 2016; Feng et al., 2015; Gonzalez-Guevara et al., 2014; Tankersley et al., 2013; Wang et al., 2013; Brand et al., 2012; Xiang et al., 2012)."
991,3363646,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Zhu et al., 2016","Repeated exposure to ozone (0.5-2 ppm), using many different concentration-duration profiles, resulted in inflammation, injury, or oxidative stress in many studies (Snow et al., 2018; Gordon et al., 2017b; Gordon et al., 2017a; Harkema et al., 2017; Henriquez et al., 2017; Kumagai et al., 2017; Zhang et al., 2017; Kumagai et al., 2016; Liu et al., 2016; Miller et al., 2016b; Ong et al., 2016; Zhu et al., 2016; Feng et al., 2015; Gonzalez-Guevara et al., 2014; Tankersley et al., 2013; Wang et al., 2013; Brand et al., 2012; Xiang et al., 2012)."
992,3469153,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Feng et al., 2015","Repeated exposure to ozone (0.5-2 ppm), using many different concentration-duration profiles, resulted in inflammation, injury, or oxidative stress in many studies (Snow et al., 2018; Gordon et al., 2017b; Gordon et al., 2017a; Harkema et al., 2017; Henriquez et al., 2017; Kumagai et al., 2017; Zhang et al., 2017; Kumagai et al., 2016; Liu et al., 2016; Miller et al., 2016b; Ong et al., 2016; Zhu et al., 2016; Feng et al., 2015; Gonzalez-Guevara et al., 2014; Tankersley et al., 2013; Wang et al., 2013; Brand et al., 2012; Xiang et al., 2012)."
993,2443438,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Gonzalez-Guevara et al., 2014","Repeated exposure to ozone (0.5-2 ppm), using many different concentration-duration profiles, resulted in inflammation, injury, or oxidative stress in many studies (Snow et al., 2018; Gordon et al., 2017b; Gordon et al., 2017a; Harkema et al., 2017; Henriquez et al., 2017; Kumagai et al., 2017; Zhang et al., 2017; Kumagai et al., 2016; Liu et al., 2016; Miller et al., 2016b; Ong et al., 2016; Zhu et al., 2016; Feng et al., 2015; Gonzalez-Guevara et al., 2014; Tankersley et al., 2013; Wang et al., 2013; Brand et al., 2012; Xiang et al., 2012)."
994,1419408,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Tankersley et al., 2013","Repeated exposure to ozone (0.5-2 ppm), using many different concentration-duration profiles, resulted in inflammation, injury, or oxidative stress in many studies (Snow et al., 2018; Gordon et al., 2017b; Gordon et al., 2017a; Harkema et al., 2017; Henriquez et al., 2017; Kumagai et al., 2017; Zhang et al., 2017; Kumagai et al., 2016; Liu et al., 2016; Miller et al., 2016b; Ong et al., 2016; Zhu et al., 2016; Feng et al., 2015; Gonzalez-Guevara et al., 2014; Tankersley et al., 2013; Wang et al., 2013; Brand et al., 2012; Xiang et al., 2012)."
995,2369575,3.1.4.4.2,3,1,4,4,2,.,APPENDIX 3 | HEALTH EFFECTS―RESPIRATORY,Short-Term Ozone Exposure,Respiratory Effects in Healthy Populations,"Respiratory Tract Inflammation, Injury, and Oxidative Stress",Animal Toxicological Studies,,"Wang et al., 2013","Repeated exposure to ozone (0.5-2 ppm), using many different concentration-duration profiles, resulted in inflammation, injury, or oxidative stress in many studies (Snow et al., 2018; Gordon et al., 2017b; Gordon et al., 2017a; Harkema et al., 2017; Henriquez et al., 2017; Kumagai et al., 2017; Zhang et al., 2017; Kumagai et al., 2016; Liu et al., 2016; Miller et al., 2016b; Ong et al., 2016; Zhu et al., 2016; Feng et al., 2015; Gonzalez-Guevara et al., 2014; Tankersley et al., 2013; Wang et al., 2013; Brand et al., 2012; Xiang et al., 2012)."
