,header_num,header_text,ref_text,hero_id,REFERENCE_ID,PMID,WOSID,DOI,TITLE,AUTHORS,YEAR,ABSTRACT
2760,6.2.1.2,Epidemiology,Spektor et al. (1988b: http://hero.epa.gov/index.cfm?action=search.view&reference_id=41710,41710,41710,3202456.0,WOS:A1988Q562500014,10.1164/ajrccm/138.4.821,Effects of ambient ozone on respiratory function in healthy adults exercising outdoors,"Spektor, DM; Lippmann, M; Thurston, GD; Lioy, PJ; Stecko, J; O'Connor, G; Garshick, E; Speizer, FE; Hayes, C",1988.0,"The effect of exposure to ozone (O3) in ambient air on respiratory function was studied in 30 healthy adult nonsmokers engaged in a regular daily program of outdoor exercise in Tuxedo, NY during the summer of 1985. Each subject did the same exercise each day, but exercise intensity and duration varied widely between subjects, with minute ventilation ranging from 20 to 153 L and duration ranging from 15 to 55 min. Spirometry was performed immediately before and after each exercise period. O3 concentrations during exercise ranged from 21 to 124 parts per billion (ppb). All measured functional indexes showed significant (p less than 0.01) O3-associated mean decrements with FVC at -2.1 ml/ppb, FEV1 at -1.4 ml/ppb, PEFR at -9.2 ml/s/ppb, FEF25-75 at -6.0 ml/s/ppb, and FEV1/FVC at -0.038%/ppb. Mean decrements were smaller for 10 subjects with minute ventilations greater than 100 L than for 10 other subjects with minute ventilations between 60 and 100 L or for the 10 subjects with minute ventilations below 60 L. Overall, the functional decrements were similar in magnitude to those we have seen in children engaged in supervised recreational programs in summer camps. For 10 subjects with minute ventilations comparable to those used in controlled 1- and 2-h exposures to O3 in purified air in chambers (50 to 80 L), the effects were about twice as large as those reported for the chamber studies."
2769,6.2.1.2,Epidemiology,Brunekreef et al. (1994: http://hero.epa.gov/index.cfm?action=search.view&reference_id=45161,45161,45161,7921470.0,WOS:A1994PM78900014,,Respiratory effects of low-level photochemical air pollution in amateur cyclists,"Brunekreef, B; Hoek, G; Breugelmans, O; Leentvaar, M",1994.0,"A group of male amateur cyclists was studied in the summer of 1991 in the east of the Netherlands. Lung function was measured before and after training sessions or competitive races on a number of occasions. Continuous heart rate monitors were employed to document exercise levels. Heart rate averaged 161 beats/min during training, and 176 beats/min during races. Exercise duration averaged 75 min. Ozone concentrations during exercise were obtained from the nearest stations of the National Monitoring Network. The difference between pre- and postexercise lung function values was related to these ozone concentrations. Ozone concentrations were low on most occasions with an average of 87 micrograms/m3 and a maximum of 195 micrograms/m3. The difference between pre- and postexercise lung function was found to be negatively related to the ozone concentration during exercise. When all observations obtained at ozone concentrations higher than 120 micrograms/m3 were removed from the analysis, the relationship with ozone was still significant. The data also suggested that effects of ozone on lung function were stronger in midsummer than in the late summer. The difference between pre- and postexercise acute symptoms was positively related to ozone, for shortness of breath, chest tightness, and wheeze. Cough and eye irritation were not related to ozone. These results indicate that in healthy young men vigorously exercising outdoors, ozone is related to lung function changes and acute respiratory symptom changes at low levels of exposure."
2777,6.2.1.2,Epidemiology,Braun-Fahrlander et al. (1994: http://hero.epa.gov/index.cfm?action=search.view&reference_id=38665,38665,38665,8196997.0,WOS:A1994MY96300005,10.1002/ppul.1950170306,Acute effects of ambient ozone on respiratory function of Swiss schoolchildren after a 10-minute heavy exercise,"Braun-Fahrlander, Ch; Kunzli, N; Domenighetti, G; Carell, CF; Ackermann-Liebrich, U",1994.0,"This study was conducted in Switzerland between May and October 1989 to assess possible decrements in lung function occurring as a result of 10 minute exposure to ambient air containing different ozone concentrations. Once a month, 128 children in two different areas of Southern Switzerland (Chiasso and Aurigeno) had a pulmonary function test before and after a standardized 10 minute exercise (pulse rate, 170/min) on a cycle ergometer, outdoors. Ozone concentrations were similar in both areas, ranging from 40 to 157 micrograms/m3 (1/2h means) during the exercise tests. The two communities differed with respect to long-term average pollution levels. The mean <B>NO2</B> concentration over the six months study period was 70 micrograms/m3 in Chiasso and 18 micrograms/m3 in rural Aurigeno. Of the eligible children 85% participated and attended 4-6 tests. Parents completed a standardized questionnaire on family background, home characteristics and the child's early and present illness history. A total of 500 acceptable pairs of spirograms and corresponding ozone concentrations (average 3.8 per child) were available for analysis. Regressions of each individual's pre-post differences of FVC, FEV1 and peak flow on ozone concentrations measured during the outdoor exercise indicated that elevated ozone levels significantly reduced peak flow values. Adjustments for temperature and relative humidity increased the magnitude of the peak flow slopes. The average adjusted regression coefficient for delta-peak flow on ozone was -2.28 mL/s/micrograms/m3 (95% CI, -0.57 -3.99). It is noteworthy that the observed relationships occurred at ozone concentrations below 160 micrograms/m3 and after an exercise duration of only 10 minutes."
2780,6.2.1.2,Epidemiology,Castillejos et al. (1995: http://hero.epa.gov/index.cfm?action=search.view&reference_id=78485,78485,78485,7582284.0,WOS:A1995TC86100012,10.1164/ajrccm.152.5.7582284,Acute effects of ozone on the pulmonary function of exercising schoolchildren from Mexico City,"Castillejos, M; Gold, DR; Damokosh, AI; Serrano, P; Allen, G; Mcdonnell, WF; Dockery, D; Velasco, , SR; Hernandez, M; Hayes, C",1995.0,"The acute effects of ozone (O3) on the change in lung function before and after exercise was assessed in 22 boys and 18 girls from 7 1/2 to 11 yr of age tested up to eight times over a 1 1/2-yr period outdoors (under a tarpaulin) at a school in Mexico City. Ozone and particulates were monitored at an adjacent government station, in the schoolyard, and under the tarp. Subjects were selected to oversample children with chronic respiratory symptoms, although children with active asthma under regular medication or FEV1 < 80% predicted were excluded. Of the participants, 21 had chronic cough, chronic phlegm, or ever wheeze with colds or apart from colds. Children performed two cycles of treadmill exercise (15 min) and rest (15 min) for a total of 1 h of intermittent exercise. Most subjects attained the target minute ventilation of 35 L/min/m2. Subjects exercised alternately during low ozone hours(8:00-10:00 A.M.) and during peak O3 hours (12:00-2:00 P.M.), to assure a range of exposures. On 85%  of exercise days, the maximum daily 1-h average for ambient O3 exceeded the Mexican guide-line of 110 parts per billion (ppb). O3 exposure during the hour of exercise was divided into quintiles, and the response was adjusted for repeated measures, subject having a cold, and prior outdoor exercise. Ambient O3 in the fifth quintile (mean = 229 ppb) was associated with a percentage change in FVC (-1.43% +/- 0.70), FEV1 (-2.85% +/- 0.79), FEF25-75% (-6.32% +/- 1.87) and FEV1/FVC (-1.41% +/- 0.46).The decrements in lung function observed are comparable to those previously reported in children and young adults exercised in exposure chambers with acute but not chronic O3 exposure. Thus, despite repeated exposure to high levels of O3, exercising children from Mexico City responded acutely to an hour of exposure to O3 at levels above 150 ppb."
2783,6.2.1.2,Epidemiology,Hoek et al. (1993: http://hero.epa.gov/index.cfm?action=search.view&reference_id=43009,43009,43009,8452396.0,WOS:A1993KU12400005,10.1080/00039896.1993.9938390,Effect of ambient ozone on peak expiratory flow of exercising children in the Netherlands,"Hoek, G; Brunekreef, B; Kosterink, P; Van den Berg, R; Hofschreuder, P",1993.0,"The potential effects of elevated ozone concentrations in the Netherlands were evaluated by the measurement of peak expiratory flow (PEF) of exercising children. Peak expiratory flow was measured with mini-Wright peak flow meters, both before and after outdoor sports training. The relationship between PEF and ozone was investigated with individual regression analysis. The difference of PEF after and before training (?PEF) and the PEF after training were used as dependent variables. The ozone concentration during the training and the 1-h maximum ozone concentration of the same and the previous day were used as independent variables. The highest observed 1-h maximum ozone concentration was 236 ?g/m3. ?PEF was unrelated to the ambient ozone concentration during training. Peak flow measured after the training was positively correlated with ambient temperature. The high correlation between ozone and temperature prevented the evaluation of effects of the maximum ozone concentration of the same day on PEF after training. A small negative association of borderline statistical significance between PEF after training and previous-day maximum ozone was observed."
2786,6.2.1.2,Epidemiology,Hoppe et al. (1995: http://hero.epa.gov/index.cfm?action=search.view&reference_id=81176,81176,81176,8977619.0,WOS:A1995WB67300004,10.1006/enrs.1995.1072,Environmental ozone field study on pulmonary and subjective responses of assumed risk groups,"Hoppe, P; Praml, G; Rabe, G; Lindner, J; Fruhmann, G; Kessel, R",1995.0,"Lung function parameters (measured with a body plethysmograph) and subjective votes on irritations of eyes or airways were taken from subjects belonging to four assumed ozone risk groups and one control group (40 subjects each: senior citizens, juvenile asthmatics, forestry workers, athletes, and clerks). Every subject was examined on 8 days both in the morning and in the afternoon. The intention was to obtain an equal distribution of measuring days with elevated and low ozone concentrations, respectively, for each subject. On average the ozone concentrations reached 0.070 ppm on ""ozone days"" [maximum concentration 0.112 ppm for clerks (outdoors), 0.100 ppm for senior citizens, 0.091 for juvenile asthmatics, 0.086 ppm for athletes, and 0.077 ppm for forestry workers] and 0.028 ppm on ""control days"" (minimum 0.001 ppm). The results show no relevant ozone effect for the group with the lowest ventilation rate (senior citizens) and only marginal reductions of respiratory flows and volumes for athletes. Pulmonary decrements of juvenile asthmatics on ozone days were small but larger than those documented in the literature for healthy children. Forestry workers and clerks had significantly higher airway resistances on ozone days, although having been exposed to the lowest ozone concentrations of all groups. Thus, on days with moderately elevated levels of ozone in the environment it is assumed that ozone itself has a minor influence on pulmonary responses compared to that of other constituents of the air in certain locations like in forests or indoors on these days. These could be reaction products of ozone with motor tool exhausts in the case of forestry workers or substances originating from ozone deposition on the surfaces of the offices."
2790,6.2.1.2,Epidemiology,Chan and Wu (2005: http://hero.epa.gov/index.cfm?action=search.view&reference_id=74095,74095,74095,15929897.0,WOS:000229460700036,10.1289/ehp.7636,Effects of ambient ozone exposure on mail carriers' peak expiratory flow rates,"Chan, CC; Wu, TH",2005.0,"The extent to which occupational exposure to ozone in ambient air can affect lung function remains unclear. We conducted a panel study in 43 mail carriers by measuring their peak expiratory flow rates (PEFRs) twice daily for 6 weeks in 2001. The daily exposure of each mail carrier to O3, particulate matter < 10 microm in aerodynamic diameter (PM10), and nitrogen dioxide was estimated by one air monitoring station in the center of the mail carrier's delivery area. Hourly concentrations of air pollutants during their exposure periods were 6-96 ppb for O3, 11-249 microg/m3 for PM10, and 14-92 ppb for NO2. Linear mixed-effects models were used to estimate the association between air pollution exposures and PEFR after adjusting for subject's sex, age, and disease status and for temperature and humidity. We found that night PEFR and the deviation in night PEFR were significantly decreased in association with 8-hr O3 exposures with a lag 0-2 days and by daily maximum O3 exposures with a lag of 0-1 day in our multipollutant models. By contrast, neither PM10 nor NO2 was associated with a PEFR reduction. Daily 8-hr mean concentrations of O3 had greater reduction effects on PEFR than did daily maximum concentrations. For a 10-ppb increase in the 8-hr average O3 concentration, the night PEFR was decreased by 0.54% for a 0-day lag, 0.69% for a 1-day lag, and 0.52% for a 2-day lag. We found that an acute lung function reduction occurs in mail carriers exposed to O3 concentrations below current ambient air quality standards and occupational exposure limits."
2796,6.2.1.2,Epidemiology,Brauer et al. (1996: http://hero.epa.gov/index.cfm?action=search.view&reference_id=80754,80754,80754,8887595.0,WOS:A1996VN22100026,10.1164/ajrccm.154.4.8887595,Effect of ambient ozone exposure on lung function in farm workers,"Brauer, M; Blair, J; Vedal, S",1996.0,"Health Canada Contract no. 064SS.H4078-3-C043.#Effects of ozone exposure on outdoor farm workers in the Fraser Valley of British Columbia, Canada, were investigated. Fifty-eight workers underwent spirometry daily before and after each 8- to 14-h workday from June 23 to August 26, 1993. The mean daily maximum (1 h) ambient ozone concentration was 40 ppb (range: 13 to 84 ppb). Concentrations of acid aerosols and fine particulates, potential confounders of ozone effects, were very low. In individual regressions of evening FEV1 and FVC on maximum daily ozone concentration, 47 of 53 workers with valid data (46 of 53 for FVC) had negative slopes. The average slopes (weighted by the inverse SE of the regression coefficients) were -3.3 and -4.7 ml for FEV1 and FVC, respectively, for each ppb increase in ozone (p < 0.001). Following correction for an individual's mean lung function level, date, and temperature, regression of either the afternoon or the daily change (afternoon-morning) corrected for the morning measurement of FEV1 and FVC on ozone showed similar magnitudes of effect. These associations were still apparent on the following morning, suggesting a persistent ozone effect. These results indicate that exposure of a population of outdoor workers to ambient ozone concentrations below 85 ppb is associated with decreased lung function over the day, which persists to the following day."
2804,6.2.1.2,Epidemiology,Thaller et al. (2008: http://hero.epa.gov/index.cfm?action=search.view&reference_id=195869,195869,195869,18301177.0,WOS:000253217100013,10.1097/JOM.0b013e31816386b4,Moderate increases in ambient PM2.5 and ozone are associated with lung function decreases in beach lifeguards,"Thaller, EI; Petronella, SA; Hochman, D; Howard, S; Chhikara, RS; Brooks, EG",2008.0,"Objective: Exposure to pollutants would adversely affect lung function of healthy athletes.

Methods: Pulmonary function was recorded on beach lifeguards at three different times during the day. Daily and average peak pollutant levels were calculated. Linear regression analyses were made comparing lung function changes in response to pollutant levels. A multivariate model was constructed to explain the combined effects of pollutants.

Results: Afternoon forced vital capacity (FVC) and forced expired volume in 1 second (FEV1) decreased significantly compared with morning values and decreased with increasing fine particulates (PM2.5). FEV1/FVC decreased with increasing ozone (O3) levels.

Conclusion: The deleterious effect of PM2.5 and O3 were transient and occurred at pollutant levels far below national standards. At low levels of exposure, PM2.5 was associated with reduced lung volumes, while increasing O3 levels were associated with airway obstruction."
2813,6.2.1.2,Epidemiology,Kinney et al. (1996: http://hero.epa.gov/index.cfm?action=search.view&reference_id=79203,79203,79203,8820584.0,WOS:A1996TY93800014,,The effects of ambient ozone on lung function in children: A reanalysis of six summer camp studies,"Kinney, PL; Thurston, GD; Raizenne, M",1996.0,"Studies of children attending summer camps often have observed relationships between daily outdoor ozone (O3) concentrations and decreased lung function that are qualitatively similar to results seen in human chamber studies. The former studies, focusing on the pulmonary effects of O3 and associated pollutants on children under natural conditions of exposure, are potentially of great importance to understanding the public health impact of ambient O3. However, a thorough assessment of the results of these studies has been hampered by differences in the analysis and reporting of data across the various studies. We obtained data sets from six summer camp studies carried out by three separate investigative groups, including two New Jersey studies performed by New York University, two studies in Ontario carried out by Health and Welfare Canada, and two studies in southern California. The data consisted of sequential, daily measurements of forced expiratory volume in 1 sec (FEV1), peak expiratory flow rate (PEFR), and 1-hr O3 concentration in the hour preceding lung function measurements for each child. We analyzed the relationships between lung  function  and  O3  using  linear  regression models that fit subject-specific intercepts and a single, pooled O3 slope. These models were fit for each of the six studies separately and for all studies combined. All of the study-specific slopes of FEV1 on O3 were negative (i.e., increased O3 associated with decreased FEV1); five of six were statistically significant. Analysis of the combined six-study data set yielded a slope of -0.50 ml FEV1/ppb O3 (p<0.0001). Addition of time-trend variables to the combined-data analysis diminished, but did not eliminate, the FEV1-O3 relationship. Study-specific slopes for PEFR on O3 were more variable. Combined over studies, no significant relationship was observed between PEFR and O3. However, this negative finding appeared to be partially confounded by time trends in PEFR. The results of this reanalysis provide  strong evidence that children exposed to O3 under natural conditions experience decreases in FEV1 of the kind demonstrated in laboratory studies, and raise concern that other acute respiratory effects observed in those studies (e.g., pulmonary inflammation) may also occur in young people exposed to ambient O3."
2820,6.2.1.2,Epidemiology,Jalaludin et al. (2000: http://hero.epa.gov/index.cfm?action=search.view&reference_id=11929,11929,11929,10869330.0,WOS:000088207900024,10.1093/ije/29.3.549,Acute effects of low levels of ambient ozone on peak expiratory flow rate in a cohort of Australian children,"Jalaludin, BB; Chey, T; O'Toole, BI; Smith, WT; Capon, AG; Leeder, , SR",2000.0,"New South Wales Health Department, Australia; Australian National Health and Medical research Council.  BACKGROUND: We enrolled a cohort of primary schoolchildren with a history of wheeze (n = 148) in an 11-month longitudinal study to examine the relationship between ambient ozone concentrations and peak expiratory flow rate. METHODS: Enrolled children recorded peak expiratory flow rates (PEFR) twice daily. We obtained air pollution, meteorological and pollen data. In all, 125 children remained in the final analysis. RESULTS: We found a significant negative association between daily mean deviation in PEFR and same-day mean daytime ozone concentration (beta-coefficient = 0.88; P = 0.04) after adjusting for co-pollutants, time trend, meteorological variables, pollen count and Alternaria count. The association was stronger in a subgroup of children with bronchial hyperreactivity and a doctor diagnosis of asthma (beta-coefficient = -2.61; P = 0.001). There was no significant association between PEFR and same-day daily daytime maximum ozone concentration. We also demonstrated a dose-response relationship with mean daytime ozone concentration. CONCLUSIONS: Moderate levels of ambient ozone have an adverse health effect on children with a history of wheezing, and this effect is larger in children with bronchial hyperreactivity and a doctor diagnosis of asthma."
2834,6.2.1.2,Epidemiology,Lewis et al. (2005: http://hero.epa.gov/index.cfm?action=search.view&reference_id=81079,81079,81079,16079081.0,WOS:000230941100048,10.1289/ehp.7533,Air pollution-associated changes in lung function among asthmatic children in Detroit,"Lewis, TC; Robins, TG; Dvonch, JT; Keeler, GJ; Yip, FY; Mentz, GB; Lin, X; Parker, EA; Israel, BA; Gonzalez, L; Hill, Y",2005.0,"In a longitudinal cohort study of primary-school-age children with asthma in Detroit, Michigan, we examined relationships between lung function and ambient levels of particulate matter </= 10 'mu'm and </= 2.5 'mu'm in diameter (PM10 and PM2.5) and ozone at varying lag intervals using generalized estimating equations. Models considered effect modification by maintenance corticosteroid (CS) use and by the presence of an upper respiratory infection (URI) as recorded in a daily diary among 86 children who participated in six 2-week seasonal assessments from winter 2001 through spring 2002. Participants were predominantly African American from families with low income, and > 75% were categorized as having persistent asthma. In both single-pollutant and two-pollutant models, many regressions demonstrated associations between higher exposure to ambient pollutants and poorer lung function (increased diurnal variability and decreased lowest daily values for forced expiratory volume in 1 sec) among children using CSs but not among those not using CSs, and among children reporting URI symptoms but not among those who did not report URIs. Our findings suggest that levels of air pollutants in Detroit, which are above the current National Ambient Air Quality Standards, adversely affect lung function of susceptible asthmatic children."
2851,6.2.1.2,Epidemiology,Just et al. (2002: http://hero.epa.gov/index.cfm?action=search.view&reference_id=35429,35429,35429,12412681.0,WOS:000178712200018,10.1183/09031936.02.00236902,Short-term health effects of particulate and photochemical air pollution in asthmatic children,"Just, J; Segala, C; Sahraoui, F; Priol, G; Grimfeld, A; Neukirch, F",2002.0,"In a previous panel study in Paris, France, detrimental effects of moderately high levels of winter air pollution on the symptoms and lung function of asthmatic children were demonstrated. A new study was conducted, with the aim of assessing the short-term effects of photo-oxidant and particulate air pollution on childhood asthma during spring and early summer in Paris. Eighty-two medically diagnosed asthmatic children were followed up for 3 months. Outcomes included the incidence and prevalence of asthma attacks, nocturnal cough, supplementary use of beta2-agonists, symptoms of airway irritation, and peak expiratory flow (PEF) value and its variability. The statistical methods controlled for the lack of independence between daily health outcomes, temporal trends and pollen and weather conditions. Black smoke and nitrogen dioxide (NO2) were associated with increases in the occurrence of nocturnal cough and respiratory infections. Ozone (O3) was associated with an increase in the occurrence of asthma attacks and respiratory infections and with changes in lung function, as shown by an increase in PEF variability and a decrease in PEF. Statistically significant interactions were demonstrated between O3 and temperature and between O3 and pollen count for asthma attacks. O3 levels had a greater effect on additional bronchodilator use and on irritations of the eyes, nose and throat on days on which no steroids were used. Particulate matter was associated with eye irritation only. This study showed that, although within international air quality standards, the prevailing levels of photo-oxidant and particulate pollution in spring and early summer had measurable short-term effects on children with mild-to-moderate asthma."
2869,6.2.1.2,Epidemiology,Romieu et al. (2006: http://hero.epa.gov/index.cfm?action=search.view&reference_id=90969,90969,90969,16870661.0,WOS:000241994200013,10.1183/09031936.06.00114905,GSTM1 and GSTP1 and respiratory health in asthmatic children exposed to ozone,"Romieu, I; Ramirez-Aguilar, M; Sienra-Monge, JJ; Moreno-Macias, H; Del Rio-Navarro, BE; David, G; Marzec, J; Hernandez-Avila, M; London, S",2006.0,"Acute exposure to ozone has been related to a wide spectrum of health effects in susceptible individuals. Genetic factors may influence interindividual variation in ozone response. The current authors investigated the relationships between common polymorphisms in two genes involved in response to oxidative stress, i.e. glutathione S-transferases M1 (GSTM1) and P1 (GSTP1), and both respiratory symptoms and lung function in response to ozone among childhood asthmatics. A total of 151 asthmatic children, who were participants in a randomised controlled trial of antioxidant vitamin supplementation in Mexico City, were studied. Children were genotyped using PCR methods and followed from October 1998-April 2000. Increases in reported breathing difficulty were associated with ozone exposure in children with GSTM1 null (8%, 95% confidence interval (CI) 1-15%, per 20-ppb increase in 1-h maximum daily average over 7 days) or GSTP1 Valine/Valine (Val/Val) genotypes (14%, 95% CI 5-25%). In children with both GSTM1 null and GSTP1 Val/Val genotypes, the increase in breathing difficulty associated with a 20-ppb increase in ozone exposure was even greater (21%, 95% CI 5-39%). GSTP1 genotypes were not significantly associated with ozone-related lung function changes. In conclusion, asthmatic children with glutathione S-transferase M1 null and glutathione S-transferase P1 Valine/Valine genotypes appear more susceptible to developing respiratory symptoms related to ozone exposure."
2891,6.2.1.2,Epidemiology,Romieu et al. (1997: http://hero.epa.gov/index.cfm?action=search.view&reference_id=85807,85807,85807,9546760.0,WOS:000071151600007,10.1080/00039899709602213,Effects of intermittent ozone exposure on peak expiratory flow and respiratory symptoms among asthmatic children in Mexico City,"Romieu, I; Meneses, F; Ruiz, S; Huerta, J; Sienra, JJ; White, M; Etzel, R; Hernandez, M",1997.0,"#In a panel study of Mexican children (5-13 y of age) with mild asthma, the authors studied the relationship between ozone exposure and the course of childhood asthma. Decrements in peak expiratory flow rate were associated with ozone, and respiratory symptoms were associated with both ozone level and ambient particulate matter (< 10 microm) level. After the authors adjusted for minimum temperature and autocorrelation in the data, they determined that an increase of 50 ppb in a daily ozone 1-h maximum was related to an 8% increase in cough (95% confidence interval = 2, 15); a 24% increase in phlegm (95% confidence interval = 13, 35); and an 11% increase in low respiratory symptoms index (95% confidence interval = 5, 19). The authors concluded that children with mild asthma who resided in the south of Mexico City were affected adversely by the high ozone ambient levels observed in this area."
2913,6.2.1.2,Epidemiology,Romieu et al. (1996: http://hero.epa.gov/index.cfm?action=search.view&reference_id=80748,80748,80748,8756798.0,WOS:A1996VB85800005,10.1164/ajrccm.154.2.8756798,Effects of air pollution on the respiratory health of asthmatic children living in Mexico City,"Romieu, I; Meneses, F; Ruiz, S; Sienra, JJ; Huerta, J; White, MC; Etzel, RA",1996.0,"Mexican Ministry of Health; National Center for Environmental Health, Centers for Disease Control and Prevention, USA. #The relation between air pollution and the exacerbation of childhood asthma was studied in a panel of 71 children (aged 5 to 7 yr) with mild asthma who resided in the northern part of mexico City. During the follow-up, ambient measures of particulate matter less than 10 microns (PM10, 24-h average) and ozone (1-h maximum) frequently exceeded the Mexican standards for these contaminants. The peak expiratory flow rate (PEFR) was strongly associated with PM10 levels and marginally with ozone levels. Respiratory symptoms (coughing, phlegm production, wheezing, and difficulty breathing) were associated with both PM10 and ozone levels. An increase of 20 micrograms/m3 of PM10 was related to an 8% increase in lower respiratory illness (LRI) among children on the same day (95% confidence interval [CI] = 1.04-1.15), and an increase of 10 micrograms/m3 in the weekly mean of particulate matter less than 2.5 microns (PM2.5) was related to a 21% increase in LRI (95% CI = 1.08- 1.35). A 50 parts per billion (ppb) increase in ozone was associated with a 9% increase in LRI (95% CI = 1.03-1.15) on the same day. We concluded that children with mild asthma are affected by the high ambient levels of particulate matter and ozone observed in the northern part of Mexico City."
2934,6.2.1.2,Epidemiology,O'Connor et al. (2008: http://hero.epa.gov/index.cfm?action=search.view&reference_id=156818,156818,156818,18405952.0,WOS:000255961700009,10.1016/j.jaci.2008.02.020,Acute respiratory health effects of air pollution on children with asthma in US inner cities,"O'Connor, GT; Neas, L; Vaughn, B; Kattan, M; Mitchell, H; Crain, EF; Evans, R, III; Gruchalla, R; Morgan, W; Stout, J; Adams, GK; Lippmann, M",2008.0,"Background

Children with asthma in inner-city communities may be particularly vulnerable to adverse effects of air pollution because of their airways disease and exposure to relatively high levels of motor vehicle emissions.

Objective

To investigate the association between fluctuations in outdoor air pollution and asthma morbidity among inner-city children with asthma.

Methods

We analyzed data from 861 children with persistent asthma in 7 US urban communities who performed 2-week periods of twice-daily pulmonary function testing every 6 months for 2 years. Asthma symptom data were collected every 2 months. Daily pollution measurements were obtained from the Aerometric Information Retrieval System. The relationship of lung function and symptoms to fluctuations in pollutant concentrations was examined by using mixed models.

Results

Almost all pollutant concentrations measured were below the National Ambient Air Quality Standards. In single-pollutant models, higher 5-day average concentrations of NO2, sulfur dioxide, and particles smaller than 2.5 ?m were associated with significantly lower pulmonary function. Higher pollutant levels were independently associated with reduced lung function in a 3-pollutant model. Higher concentrations of NO2 and particles smaller than 2.5 ?m were associated with asthma-related missed school days, and higher NO2 concentrations were associated with asthma symptoms.

Conclusion

Among inner-city children with asthma, short-term increases in air pollutant concentrations below the National Ambient Air Quality Standards were associated with adverse respiratory health effects. The associations with NO2 suggest that motor vehicle emissions may be causing excess morbidity in this population."
2954,6.2.1.2,Epidemiology,Gielen et al. (1997: http://hero.epa.gov/index.cfm?action=search.view&reference_id=83592,83592,83592,9196122.0,WOS:A1997XD76000043,10.1164/ajrccm.155.6.9196122,Acute effects of summer air pollution on respiratory health of asthmatic children,"Gielen, MH; Van Der Zee, SC; Van Wijnen, JH; Van Steen, CJ; Brunekreef, B",1997.0,"In the early summer of 1995, the acute respiratory effects of ambient air pollution were studied in a panel of 61 children, ages 7 to 13 yr. of whom 77% were taking asthma medication. Peak flow was measured twice daily with MiniWright meters at home and the occurrence of acute respiratory symptoms and medication use was registered daily by the parents in a diary. Exposure to air pollution was characterized by the ambient concentrations of ozone, PM10, and black smoke. During the study period, maximal 1-h ozone concentrations never exceeded 130 ""mu""g/m3, and 24-h black smoke and PM10 concentrations were never higher than 41 and 60 ""mu""g/m3 respectively. Associations of air pollution and health outcomes were evaluated using time series analysis. After adjusting for pollen, time trend, and day of the week, black smoke in particular was associated with acute respiratory symptoms and with medication use. Less strong associations were found for PM10 and ozone. These results suggest that in this panel of children, most of whom had asthma, relatively low levels of particulate matter and ozone in ambient air are able to increase symptoms and medication use."
2973,6.2.1.2,Epidemiology,Liu et al. (2009a: http://hero.epa.gov/index.cfm?action=search.view&reference_id=192003,192003,192003,19440509.0,WOS:000264704500044,10.1289/ehp11813,"Acute effects of air pollution on pulmonary function, airway inflammation, and oxidative stress in asthmatic children","Liu, L; Poon, R; Chen, L; Frescura, AM; Montuschi, P; Ciabattoni, G; Wheeler, A; Dales, R",2009.0,"Background
Air pollution is associated with respiratory symptoms, lung function decrements, and hospitalizations. However, there is little information about the influence of air pollution on lung injury.

Objective
In this study we investigated acute effects of air pollution on pulmonary function and airway oxidative stress and inflammation in asthmatic children.

Methods
We studied 182 children with asthma, 9?14 years of age, for 4 weeks. Daily ambient concentrations of sulfur dioxide, nitrogen dioxide, ozone, and particulate matter ? 2.5 ?m in aerodynamic diameter (PM2.5) were monitored from two stations. Once a week we measured spirometry and fractional exhaled nitric oxide (FeNO), and determined thiobarbituric acid reactive substances (TBARS) and 8-isoprostane?two oxidative stress markers?and interleukin-6 (IL-6) in breath condensate. We tested associations using mixed-effects regression models, adjusting for confounding variables.

Results
Interquartile-range increases in 3-day average SO2 (5.4 ppb), NO2 (6.8 ppb), and PM2.5 (5.4 ?g/m3) were associated with decreases in forced expiratory flow between 25% and 75% of forced vital capacity, with changes being ?3.1% [95% confidence interval (CI), ?5.8 to ?0.3], ?2.8% (95% CI, ?4.8 to ?0.8), and ?3.0% (95% CI, ?4.7 to ?1.2), respectively. SO2, NO2, and PM2.5 were associated with increases in TBARS, with changes being 36.2% (95% CI, 15.7 to 57.2), 21.8% (95% CI, 8.2 to 36.0), and 24.8% (95% CI, 10.8 to 39.4), respectively. Risk estimates appear to be larger in children not taking corticosteroids than in children taking corticosteroids. O3 (5.3 ppb) was not associated with health end points. FeNO, 8-isoprostane, and IL-6 were not associated with air pollutants.

Conclusion
Air pollution may increase airway oxidative stress and decrease small airway function of asthmatic children. Inhaled corticosteroids may reduce oxidative stress and improve airway function."
