REFERENCE_ID,PMID,WOSID,DOI,TITLE,AUTHORS,YEAR,ABSTRACT,header_num_2013,header_text_2013,header_num_2020,header_text_2020
1603824,,WOS:000316961000008,10.5194/acp-13-3063-2013,"Tropospheric ozone changes, radiative forcing and attribution to emissions in the Atmospheric Chemistry and Climate Model Intercomparison Project (ACCMIP)","Stevenson, DS; Young, PJ; Naik, V; Lamarque, JF; Shindell, DT; Voulgarakis, A; Skeie, RB; Dalsoren, SB; Myhre, G; Berntsen, TK; Folberth, GA; Rumbold, ST; Collins, WJ; Mackenzie, IA; Doherty, RM; Zeng, G; van Noije, TPC; Strunk, A; Bergmann, D; Cameron-Smith, P; Plummer, DA; Strode, SA; Horowitz, L; Lee, YH; Szopa, S; Sudo, K; Nagashima, T; Josse, B; Cionni, I; Righi, M; Eyring, V; Conley, A; Bowman, KW; Wild, O; Archibald, A",2013,"Ozone (O-3) from 17 atmospheric chemistry models taking part in the Atmospheric Chemistry and Climate Model Intercomparison Project (ACCMIP) has been used to calculate tropospheric ozone radiative forcings (RFs). All models applied a common set of anthropogenic emissions, which are better constrained for the present-day than the past. Future anthropogenic emissions follow the four Representative Concentration Pathway (RCP) scenarios, which define a relatively narrow range of possible air pollution emissions. We calculate a value for the pre-industrial (1750) to present-day (2010) tropospheric ozone RF of 410 mW m(-2). The model range of pre-industrial to present-day changes in O-3 produces a spread (+/- 1 standard deviation) in RFs of +/- 17 %. Three different radiation schemes were used we find differences in RFs between schemes (for the same ozone fields) of +/- 10 %. Applying two different tropopause definitions gives differences in RFs of +/- 3 %. Given additional (unquantified) uncertainties associated with emissions, climate-chemistry interactions and land-use change, we estimate an overall uncertainty of +/- 30% for the tropospheric ozone RF. Experiments carried out by a subset of six models attribute tropospheric ozone RF to increased emissions of methane (44 +/- 12 %), nitrogen oxides (31 +/- 9 %), carbon monoxide (15 +/- 3 %) and non-methane volatile organic compounds (9 +/- 2 %); earlier studies attributed more of the tropospheric ozone RF to methane and less to nitrogen oxides. Normalising RFs to changes in tropospheric column ozone, we find a global mean normalised RF of 42 mW m(-2) DU-1, a value similar to previous work. Using normalised RFs and future tropospheric column ozone projections we calculate future tropospheric ozone RFs (mW m(-2); relative to 1750) for the four future scenarios (RCP2.6, RCP4.5, RCP6.0 and RCP8.5) of 350, 420, 370 and 460 (in 2030), and 200, 300, 280 and 600 (in 2100). Models show some coherent responses of ozone to climate change: decreases in the tropical lower troposphere, associated with increases in water vapour; and increases in the sub-tropical to mid-latitude upper troposphere, associated with increases in lightning and stratosphere-to-troposphere transport. Climate change has relatively small impacts on global mean tropospheric ozone RF.",0,0,9.2.1,Recent Evidence for Historical Period
1605688,,WOS:000312668700015,10.5194/cp-8-2019-2012,Radiative effects of ozone on the climate of a Snowball Earth,"Yang, J; Hu, Y; Peltier, WR",2012,"Some geochemical and geological evidence has been  
interpreted to suggest that the concentration of atmospheric oxygen was only 1-10% of the present  
level in the time interval from 750 to 580 million years ago when several nearly global  
glaciations or Snowball Earth events occurred. This low concentration of oxygen would have been  
accompanied by a lower ozone concentration than exists at present. Since ozone is a greenhouse  
gas, this change in ozone concentration would alter surface temperature, and thereby could have  
an important influence on the climate of the Snowball Earth. Previous works that have focused  
either on initiation or deglaciation of the proposed Snowball Earth has not taken the radiative  
effects of ozone changes into account. We address this issue herein by performing a series of  
simulations using an atmospheric general circulation model with various ozone concentrations. Our  
simulation results demonstrate that, as ozone concentration is uniformly reduced from 100% to 50  
%, surface temperature decreases by approximately 0.8K at the Equator, with the largest decreases  
located in the middle latitudes reaching as high as 2.5 K. When ozone concentration is reduced  
and its vertical and horizontal distribution is simultaneously modulated, surface temperature  
decreases by 0.4-1.0K at the Equator and by 4-7K in polar regions. These results here have  
uncertainties, depending on model parameterizations of cloud, surface snow albedo, and relevant  
feedback processes, while they are qualitatively consistent with radiative-convective model  
results that do not involve such parameterizations and feedbacks. These results suggest that  
ozone variations could have had a moderate impact on the climate during the Neoproterozoic  
glaciations.",0,0,9.3.1,Recent Evidence for Effects on Temperature
1605839,,WOS:000308287000015,10.5194/acp-12-6969-2012,Precipitation response to regional radiative forcing,"Shindell, DT; Voulgarakis, A; Faluvegi, G; Milly, G",2012,"Precipitation shifts can have large impacts on human society and ecosystems. Many aspects of how inhomogeneous radiative forcings influence precipitation remain unclear, however. Here we investigate regional precipitation responses to various forcings imposed in different latitude bands in a climate model. We find that several regions show strong, significant responses to most forcings, but that the magnitude and even the sign depends upon the forcing location and type. Aerosol and ozone forcings typically induce larger responses than equivalent carbon dioxide (CO2) forcing, and the influence of remote forcings often outweighs that of local forcings. Consistent with this, ozone and especially aerosols contribute greatly to precipitation changes over the Sahel and South and East Asia in historical simulations, and inclusion of aerosols greatly increases the agreement with observed trends in these areas, which cannot be attributed to either greenhouse gases or natural forcings. Estimates of precipitation responses derived from multiplying our Regional Precipitation Potentials (RPP; the response per unit forcing relationships) by historical forcings typically capture the actual response in full transient climate simulations fairly well, suggesting that these relationships may provide useful metrics. The strong sensitivity to aerosol and ozone forcing suggests that although some air quality improvements may unmask greenhouse gas-induced warming, they have large benefits for reducing regional disruption of the hydrologic cycle.",0,0,9.3.2.1,Precipitation
1629482,,,,HERO,,2008,,0,0,8.3.3,Connections with Community Composition and Water Cycling
1632336,23750510,WOS:000322617800012,10.1164/rccm.201302-0264OC,Early-life air pollution and asthma risk in minority children: the GALA II and SAGE II studies,"Nishimura, KK; Galanter, JM; Roth, LA; Oh, SS; Thakur, N; Nguyen, EA; Thyne, S; Farber, HJ; Serebrisky, D; Kumar, R; Brigino-Buenaventura, E; Davis, A; Lenoir, MA; Meade, K; Rodriguez-Cintron, W; Avila, PC; Borrell, LN; Bibbins-Domingo, K; Rodriguez-Santana, JR; Sen, S; Lurmann, F; Balmes, JR; Burchard, EG",2013,"Rationale: Air pollution is a known asthma trigger and has been associated with short-term asthma symptoms, airway inflammation, decreased lung function, and reduced response to asthma rescue medications. Objectives: To assess a causal relationship between air pollution and childhood asthma using data that address temporality by estimating air pollution exposures prior to the development of asthma and to establish the generalizability of the association by studying diverse racial/ethnic populations in different geographic regions. Methods: This study included Latino (n= 3,343) and African American (n= 977) participants with and without asthma from five urban regions in the mainland U.S. and Puerto Rico. Residential history and data from local ambient air monitoring stations were used to estimate average annual exposure to five air pollutants: ozone (O3), nitrogen dioxide (NO2), sulfur dioxide (SO2), particulate matter ? 10?m and ? 2.5?m (PM10 and PM2.5). Within each region, we performed logistic regression to determine the relationship between early life exposure to air pollutants and subsequent asthma diagnosis. A random-effects model was used to combine the region-specific effects and generate summary odds ratios (OR) for each pollutant. Results: After adjustment for confounders, a 5 ppb increase in average NO2 during the first year of life was associated with an OR of 1.17 for physician-diagnosed asthma (95% confidence interval, 1.04-1.31). Conclusions: Early life NO2 exposure is associated with childhood asthma in Latino and African Americans. These results add to a growing body of evidence that traffic-related pollutants may be causally related to childhood asthma.",0,0,3.2.4.1.1,Epidemiologic Studies
1640394,23623715,WOS:000320294100005,10.1016/j.envres.2013.03.005,Air pollution and congenital heart defects,"Agay-Shay, K; Friger, M; Linn, S; Peled, A; Amitai, Y; Peretz, C",2013,"Environmental factors such as ambient air pollution have been associated with congenital heart defects. The aim of this study was to investigate the association between gestational exposure to air pollution and the risk of congenital heart defects. We conducted a registry-based cohort study with a total of 135,527 live- and still-births in the Tel-Aviv region during 2000-2006. We used a Geographic Information System-based spatiotemporal approach with weekly inverse distance weighting modeling to evaluate associations between gestational exposure to ambient air pollution during weeks 3-8 of pregnancy and the risk for congenital heart defects. The following pollutants were studied: carbon monoxide, nitrogen-dioxide, ozone, sulfur-dioxide and particulate matter with aerodynamic diameter smaller than 10?m and 2.5?m (PM10, PM2.5 respectively). Logistic models, adjusted for socio-demographic covariates were used to evaluate the associations. We found that maternal exposure to increased concentrations of PM10 was associated with multiple congenital heart defects (adjusted OR 1.05, 95% CI: 1.01 to 1.10 for 10?g/m(3) increment). An inverse association was observed between concentrations of PM2.5 and isolated patent ductus arteriosus (adjusted OR 0.78, 95% CI: 0.68 to 0.91 for 5?g/m(3) increment). Sensitivity analyses showed that results were consistent. Generally there were no evidence for an association between gaseous air pollutants and congenital heart defects.Our results for PM10 and congenital heart defects confirm results from previous studies. The results for PM2.5 need further investigations.",0,0,7.4.1,Epidemiologic Studies
1642844,23676262,WOS:000323107600018,10.1097/EDE.0b013e3182949ae7,Long-term residential exposure to air pollution and lung cancer risk,"Hystad, P; Demers, PA; Johnson, KC; Carpiano, RM; Brauer, M",2013,"Background: There is accumulating evidence that air pollution causes lung cancer. Still, questions remain about exposure misclassification, the components of air pollution responsible, and the histological subtypes of lung cancer that might be produced.

Methods: We investigated lung cancer incidence in relation to long-term exposure to three ambient air pollutants and proximity to major roads, using a Canadian population-based case-control study. We compared 2,390 incident, histologically confirmed lung cancer cases with 3,507 population controls in eight Canadian provinces from 1994 to 1997. We developed spatiotemporal models for the whole country to estimate annual residential exposure to fine particulate matter (PM2.5), nitrogen dioxide (NO2), and ozone (O3) over a 20-year exposure period. We carried out a subanalysis in urban centers, using exposures derived from fixed-site air pollution monitors, and also examined traffic proximity measures. Hierarchical logistic regression models incorporated a comprehensive set of individual and geographic covariates.

Results: The increase in lung cancer incidence (expressed as fully adjusted odds ratios [ORs]) was 1.29 (95% confidence interval = 0.95?1.76) with a ten-unit increase in PM2.5 (?g/m3), 1.11 (1.00?1.24) with a ten-unit increase in NO2 (ppb), and 1.09 (0.85?1.39) with a ten-unit increase in O3 (ppb). The urban monitor-based subanalyses generally supported the national results, with larger associations for NO2 (OR = 1.34; 1.07?1.69) per 10 ppb increase. No dose-response trends were observed, and no clear relationships were found for specific histological cancer subtypes. There was the suggestion of increased risk among those living within 100 m of highways, but not among those living near major roads.

Conclusions: Lung cancer incidence in this Canadian study was increased most strongly with NO2 and PM2.5 exposure. Further investigation is needed into possible effects of O3 on development of lung cancer.",0,0,7.3.2.2,"Cancer Incidence, Mortality, and Survival"
1642846,23673461,WOS:000323389300003,10.1038/jes.2013.25,Airway inflammation and oxidative potential of air pollutant particles in a pediatric asthma panel,"Delfino, RJ; Staimer, N; Tjoa, T; Gillen, DL; Schauer, JJ; Shafer, MM",2013,"Airborne particulate matter (PM) components from fossil fuel combustion can induce oxidative stress initiated by reactive oxygen species (ROS). Reported associations between worsening asthma and PM2.5 mass could be related to PM oxidative potential to induce airway oxidative stress and inflammation (hallmarks of asthma pathology). We followed 45 schoolchildren with persistent asthma in their southern California homes daily over 10 days with offline fractional exhaled nitric oxide (FENO), a biomarker of airway inflammation. Ambient exposures included daily average PM2.5, PM2.5 elemental and organic carbon (EC, OC), NO2, O3, and endotoxin. We assessed PM2.5 oxidative potential using both an abiotic and an in vitro bioassay on aqueous extracts of daily particle filters: (1) dithiothreitol (DTT) assay (abiotic), representing chemically produced ROS; and (2) ROS generated intracellularly in a rat alveolar macrophage model using the fluorescent probe 2'7'-dicholorohidroflourescin diacetate. We analyzed relations of FENO to air pollutants in mixed linear regression models. FENO was significantly positively associated with lag 1-day and 2-day averages of traffic-related markers (EC, OC, and NO2), DTT and macrophage ROS, but not PM2.5 mass. DTT associations were nearly twice as strong as other exposures per interquartile range: median FENO increased 8.7-9.9% per 0.43?nmole/min/m(3) DTT. Findings suggest that future research in oxidative stress-related illnesses such as asthma and PM exposure would benefit from assessments of PM oxidative potential and composition.Journal of Exposure Science and Environmental Epidemiology advance online publication, 15 May 2013; doi:10.1038/jes.2013.25.",0,0,3.1.5.6.3,Epidemiologic Studies
1642853,23639307,WOS:000322631700011,10.1016/j.jaci.2013.03.007,"Childhood allergic rhinitis, traffic-related air pollution, and variability in the GSTP1, TNF, TLR2, and TLR4 genes: Results from the TAG Study","Fuertes, E; Brauer, M; MacIntyre, E; Bauer, M; Bellander, T; von Berg, A; Berdel, D; Brunekreef, B; Chan-Yeung, M; Gehring, U; Herbarth, O; Hoffmann, B; Kerkhof, M; Klumper, C; Koletzko, S; Kozyrskyj, A; Kull, I; Heinrich, J; Melen, E; Pershagen, G; Postma, D; Tiesler, CM; Carlsten, C",2013,"BACKGROUND: Associations between traffic-related air pollution (TRAP) and allergic rhinitis remain inconsistent, possibly because of unexplored gene-environment interactions. OBJECTIVE: In a pooled analysis of 6 birth cohorts (Ntotal = 15,299), we examined whether TRAP and genetic polymorphisms related to inflammation and oxidative stress predict allergic rhinitis and sensitization. METHODS: Allergic rhinitis was defined with a doctor diagnosis or reported symptoms at age 7 or 8 years. Associations between nitrogen dioxide, particulate matter 2.5 (PM2.5) mass, PM2.5 absorbance, and ozone, estimated for each child at the year of birth, and single nucleotide polymorphisms within the GSTP1, TNF, TLR2, or TLR4 genes with allergic rhinitis and aeroallergen sensitization were examined with logistic regression. Models were stratified by genotype and interaction terms tested for gene-environment associations. RESULTS: Point estimates for associations between nitrogen dioxide, PM2.5 mass, and PM2.5 absorbance with allergic rhinitis were elevated, but only that for PM2.5 mass was statistically significant (1.37 [1.01, 1.86] per 5 ?g/m(3)). This result was not robust to single-cohort exclusions. Carriers of at least 1 minor rs1800629 (TNF) or rs1927911 (TLR4) allele were consistently at an increased risk of developing allergic rhinitis (1.19 [1.00, 1.41] and 1.24 [1.01, 1.53], respectively), regardless of TRAP exposure. No evidence of gene-environment interactions was observed. CONCLUSION: The generally null effect of TRAP on allergic rhinitis and aeroallergen sensitization was not modified by the studied variants in the GSTP1, TNF, TLR2, or TLR4 genes. Children carrying a minor rs1800629 (TNF) or rs1927911 (TLR4) allele may be at a higher risk of allergic rhinitis.",0,0,7.4.1,Epidemiologic Studies
1642855,23631813,WOS:000319459300001,10.1186/1476-069X-12-38,Association of air pollution and use of glyceryl trinitrate against angina pectoris: a population-based case-crossover study,"Finnbjornsdottir, RG; Zoega, H; Olafsson, O; Thorsteinsson, T; Rafnsson, V",2013,"<strong>BACKGROUND: </strong>Ambient air pollution has been associated with increased cardiovascular morbidity and mortality. In Reykjavik, Iceland, air pollutant concentrations exceed official health limits several times every year. The aim was to study the association of concentrations of NO2, O3, PM10, and H2S in the Reykjavik capital area with the dispensing of anti-angina pectoris medication, glyceryl trinitrate to the inhabitants.<br /><br /><strong>METHODS: </strong>Data on daily dispensing of glyceryl trinitrate, were retrieved from the Icelandic Medicines Registry. Data on hourly concentrations of NO2, O3, PM10, and H2S were obtained from the Environment Agency of Iceland. A case-crossover design was used, based on the dispensing of glyceryl trinitrate to 5,246 individuals (?18 years) between 2005 and 2009.<br /><br /><strong>RESULTS: </strong>For every 10 ?g/m3 increase of NO2 and O3 3-day mean concentrations, the odds ratio (OR) for daily dispensing of glyceryl trinitrates was 1.136 (95% confidence intervals (CI) 1.069-1.207) and 1.094 (95% CI 1.029-1.163) at lag 0, and OR was 1.096 (95% CI 1.029-1.168) and 1.094 (95% CI 1.028-1.166) at lag 1, respectively.<br /><br /><strong>CONCLUSIONS: </strong>These findings suggest that NO2 and O3 ambient air concentrations may adversely affect cardiovascular health, as measured by the dispensing of glyceryl trinitrates for angina pectoris. Further, the findings suggest that data on the dispensing of medication may be a valuable health indicator when studying the effect of air pollution on cardiovascular morbidity.",0,0,4.1.5.1,Epidemiologic Studies of Emergency Department and Hospital Admission Studies
1642863,23590261,WOS:000319860400014,10.1164/rccm.201210-1758OC,Mortality associations with long-term exposure to outdoor air pollution in a national English cohort,"Carey, IM; Atkinson, RW; Kent, AJ; van Staa, T; Cook, DG; Anderson, HR",2013,"Rationale: Cohort evidence linking long-term exposure to outdoor particulate air pollution and mortality has come largely from the United States. There is relatively little evidence from nationally representative cohorts in other countries. Objectives: To investigate the relationship between long-term exposure to a range of pollutants and causes of death in a national English cohort. Methods: A total of 835,607 patients aged 40-89 years registered with 205 general practices were followed from 2003-2007. Annual average concentrations in 2002 for particulate matter with a median aerodynamic diameter less than 10 (PM10) and less than 2.5 ?m (PM2.5), nitrogen dioxide (NO2), ozone, and sulfur dioxide (SO2) at 1 km(2) resolution, estimated from emission-based models, were linked to residential postcode. Deaths (n = 83,103) were ascertained from linkage to death certificates, and hazard ratios (HRs) for all- and cause-specific mortality for pollutants were estimated for interquartile pollutant changes from Cox models adjusting for age, sex, smoking, body mass index, and area-level socioeconomic status markers. Measurements and Main Results: Residential concentrations of all pollutants except ozone were positively associated with all-cause mortality (HR, 1.02, 1.03, and 1.04 for PM2.5, NO2, and SO2, respectively). Associations for PM2.5, NO2, and SO2 were larger for respiratory deaths (HR, 1.09 each) and lung cancer (HR, 1.02, 1.06, and 1.05) but nearer unity for cardiovascular deaths (1.00, 1.00, and 1.04). Conclusions: These results strengthen the evidence linking long-term ambient air pollution exposure to increased all-cause mortality. However, the stronger associations with respiratory mortality are not consistent with most US studies in which associations with cardiovascular causes of death tend to predominate.",0,0,3.2.4.9,Respiratory Mortality
1668178,23361443,WOS:000317556300008,10.1038/jes.2012.121,"Association of ozone and particulate air pollution with out-of-hospital cardiac arrest in Helsinki, Finland: evidence for two different etiologies","Rosenthal, FS; Kuisma, M; Lanki, T; Hussein, T; Boyd, J; Halonen, JI; Pekkanen, J",2013,"Out-of-hospital cardiac arrest (OHCA) has been previously associated with exposure to particulate air pollution. However, there is uncertainty about the agents and mechanisms that are involved. We aimed to determine the association of gases and particulates with OHCA, and differences in pollutant effects on OHCAs due to acute myocardial infarction (AMI) vs those due to other causes. Helsinki Emergency Medical Services provided data on OHCAs of cardiac origin (OHCA_Cardiac). Hospital and autopsy reports determined whether OHCAs were due to AMI (OHCA_MI) or other cardiac causes (OHCA_Other). Pollutant data was obtained from central ambient monitors. A case-crossover analysis determined odds ratios (ORs) for hourly lagged exposures (Lag 0-3) and daily lagged exposures (Lag 0d-3d), expressed per interquartile range of pollutant level. For OHCA_Cardiac, elevated ORs were found for PM(2.5) (Lag 0, 1.07; 95% confidence interval (CI): 1.01-1.13) and ozone (O(3)) (Lag 2d, 1.18; CI: 1.03-1.35). For OHCA_MI, elevated ORs were found for PM(2.5) (Lag 0, 1.14; CI: 1.03-1.27; Lag 0d, 1.17; CI: 1.03-1.33), accumulation mode particulate (Acc) (Lag 0d, 1.19; CI: 1.04-1.35), NO (Lag 0d, 1.07; CI: 1.01-1.13), and ultrafine particulate (Lag 0d, 1.27; CI: 1.05-1.54). For OHCA_Other, elevated ORs were found only for O(3) (Lag 1d, 1.26; CI: 1.07-1.48; Lag 2d, 1.30; CI: 1.11-1.53). Results from two-pollutant models, with one of the pollutants either PM(2.5) or O(3), suggested that associations were primarily due to effects of PM(2.5) and O(3), rather than other pollutants. The results suggest that air pollution triggers OHCA via two distinct modes: one associated with particulates leading to AMI and one associated with O(3) involving etiologies other than AMI, for example, arrhythmias or respiratory insufficiency.",0,0,4.1.7.1,Epidemiologic Studies of Emergency Department Visits and Hospital Admissions
1668206,23293970,WOS:000313285800004,10.3109/08958378.2012.751143,Tobacco smoke modulates ozone-induced toxicity in rat lungs and central nervous system,"Bhoopalan, V; Han, SG; Shah, MM; Thomas, DM; Bhalla, DK",2013,"Adult Sprague-Dawley (SD) male rats were exposed for a single 3 h period to air, ozone (O?) or O?) followed by tobacco smoke (O?/TS). For pulmonary effects, bronchoalveolar lavage (BAL) cells and fluid were analyzed. Data revealed a significant increase in polymorphonuclear leukocytes (PMN), total protein and albumin concentrations in the O? group, reflecting inflammatory and toxic responses. A subsequent exposure to TS attenuated PMN infiltration into the airspaces and their recovery in the BAL. A similar reduction was observed for BAL protein and albumin in the O?/TS group, but it was not statistically significant. We also observed a significant increase in BAL total antioxidant capacity following O? exposure, suggesting development of protective mechanisms for oxidative stress damage from O?. Exposure to TS attenuated the levels of total antioxidant capacity. Lung tissue protein analysis showed a significant reduction of extracellular superoxide dismutase (EC-SOD) in the O? or O?/TS group and catalase in the O?/TS group. TS further altered O?-induced EC-SOD and catalase protein expression, but the reductions were not significant. For effects in the central nervous system (CNS), we measured striatal dopamine levels by HPLC with electrochemical detection. O? exposure produced a nonsignificant decrease in the striatal dopamine content. The effect was partially reversed in the O?/TS group. Overall, the results show that the toxicity of O? in the lung is modulated by TS exposure, and the attenuating trend, though nonsignificant in many cases, is contrary to the synergistic toxicity predicted for TS and O?, suggesting limited cross-tolerance following such exposures.",0,0,3.1.4.4.2,Animal Toxicological Studies
1668225,23273373,WOS:000318132700006,10.1016/j.scitotenv.2012.11.070,Air pollution and respiratory symptoms among children with asthma: Vulnerability by corticosteroid use and residence area,"Lewis, TC; Robins, TG; Mentz, GB; Zhang, X; Mukherjee, B; Lin, X; Keeler, GJ; Dvonch, JT; Yip, FY; O'Neill, MS; Parker, EA; Israel, BA; Max, PT; Reyes, A; Community Action Against Asthma (CAAA) Steering Committee",2013,"<strong>RATIONALE: </strong>Information on how ambient air pollution affects susceptible populations is needed to ensure protective air quality standards.<br /><br /><strong>OBJECTIVES: </strong>To estimate the effect of community-level ambient particulate matter (PM) and ozone (O) on respiratory symptoms among primarily African-American and Latino, lower-income asthmatic children living in Detroit, Michigan and to evaluate factors associated with heterogeneity in observed health effects.<br /><br /><strong>METHODS: </strong>A cohort of 298 children with asthma was studied prospectively from 1999 to 2002. For 14days each season over 11 seasons, children completed a respiratory symptom diary. Simultaneously, ambient pollutant concentrations were measured at two community-level monitoring sites. Logistic regression models using generalized estimating equations were fit for each respiratory symptom in single pollutant models, looking for interactions by area or by corticosteroid use, a marker of more severe asthma. Exposures of interest were: daily concentrations of PM<10?m, <2.5?m, and between 10 and 2.5?m in aerodynamic diameter (PM, PM, and PM respectively), the daily 8-hour maximum concentration of O (8HrPeak), and the daily 1-hour maximum concentration of O (1HrPeak).<br /><br /><strong>RESULTS: </strong>Outdoor PM, PM, 8HrPeak, and 1HrPeak O concentrations were associated with increased odds of respiratory symptoms, particularly among children using corticosteroid medication and among children living in the southwest community of Detroit. Similar patterns of associations were not seen with PM.<br /><br /><strong>CONCLUSIONS: </strong>PM and O at levels near or below annual standard levels are associated with negative health impact in this population of asthmatic children. Variation in effects within the city of Detroit and among the subgroup using steroids emphasizes the importance of spatially refined exposure assessment and the need for further studies to elucidate mechanisms and effective risk reduction interventions.",0,0,3.1.5.3.2,Epidemiologic Studies
1668267,23182954,WOS:000313708000003,10.1016/j.toxlet.2012.11.009,Effects of ozone and fine particulate matter (PM[2.5]) on rat system inflammation and cardiac function,"Wang, G; Jiang, R; Zhao, Z; Song, W",2013,"In order to understand the toxic mechanisms of cardiovascular system injuries induced by ambient PM(2.5) and/or ozone, a subacute toxicological animal experiment was designed with exposure twice a week for 3 continuous weeks. Wistar rats were randomly categorized into 8 groups (n=6): 1 control group, 3 groups exposed to fine particulate matters (PM(2.5)) alone at 3 doses (0.2, 0.8, or 3.2 mg/rat), 1 group to ozone (0.81 ppm) alone and 3 groups to ozone plus PM(2.5) at 3 doses (0.2, 0.8, or 3.2 mg/rat). Heart rate (HR) and electrocardiogram (ECG) was monitored at approximately 24-h both after the 3rd exposure and the last (6th) exposure, and systolic blood pressure (SBP) was monitored at approximately 24-h after the 6th exposure. Biomarkers of systemic inflammation and injuries (CRP, IL-6, LDH, CK), heart oxidative stress (MDA, SOD) and endothelial function (ET-1, VEGF) were analyzed after the 6th exposure. Additionally, myocardial ultrastructural alterations were observed under transmission electron microscopy (TEM) for histopathological analyses. Results showed that PM(2.5) alone exposure could trigger the significant increase of CRP, MDA, CK, ET-1 and SBP and decrease of heart rate variability (HRV), a marker of cardiac autonomic nervous system (ANS) function. Ozone alone exposure in rats did not show significant alterations in any indicators. Ozone plus PM(2.5) exposure, however, induced CRP, IL-6, CK, LDH and MDA increase, SOD and HRV decrease significantly in a dose-response way. Meanwhile, abnormal ECG types were monitored in rats exposed to PM(2.5) with and without ozone and obvious myocardial ultrastructural changes were observed by TEM. In conclusion, PM(2.5) alone exposure could cause inflammation, endothelial function and ANS injuries, and ozone potentiated these effects induced by PM(2.5).",0,0,4.1.3,Biological Plausibility
1668285,23151639,WOS:000316726400021,10.1038/ismej.2012.120,Shifts of functional gene representation in wheat rhizosphere microbial communities under elevated ozone,"Li, X; Deng, Y; Li, Q; Lu, C; Wang, J; Zhang, H; Zhu, J; Zhou, J; He, Z",2013,"Although the influence of ozone (O(3)) on plants has been well studied in agroecosystems, little is known about the effect of elevated O(3) (eO(3)) on soil microbial functional communities. Here, we used a comprehensive functional gene array (GeoChip 3.0) to investigate the functional composition, and structure of rhizosphere microbial communities of Yannong 19 (O(3)-sensitive) and Yangmai 16 (O(3)-relatively sensitive) wheat (Triticum aestivum L.) cultivars under eO(3). Compared with ambient O(3) (aO(3)), eO(3) led to an increase in soil pH and total carbon (C) percentages in grain and straw of wheat plants, and reduced grain weight and soil dissolved organic carbon (DOC). Based on GeoChip hybridization signal intensities, although the overall functional structure of rhizosphere microbial communities did not significantly change by eO(3) or cultivars, the results showed that the abundance of specific functional genes involved in C fixation and degradation, nitrogen (N) fixation, and sulfite reduction did significantly (P&lt;0.05) alter in response to eO(3) and/or wheat cultivars. Also, Yannong 19 appeared to harbor microbial functional communities in the rhizosphere more sensitive in response to eO(3) than Yangmai 16. Additionally, canonical correspondence analysis suggested that the functional structure of microbial community involved in C cycling was largely shaped by soil and plant properties including pH, DOC, microbial biomass C, C/N ratio and grain weight. This study provides new insight into our understanding of the influence of eO(3) and wheat cultivars on soil microbial communities.",0,0,8.1.2,Microbes
1668362,23033980,WOS:000317734200001,10.1186/1465-9921-13-89,Individuals with increased inflammatory response to ozone demonstrate muted signaling of immune cell trafficking pathways,"Fry, RC; Rager, JE; Zhou, H; Zou, B; Brickey, JW; Ting, J; Lay, JC; Peden, DB; Alexis, NE",2012,"<strong>BACKGROUND: </strong>Exposure to ozone activates innate immune function and causes neutrophilic (PMN) airway inflammation that in some individuals is robustly elevated. The interplay between immuno-inflammatory function and genomic signaling in those with heightened inflammatory responsiveness to ozone is not well understood.<br /><br /><strong>OBJECTIVES: </strong>Determine baseline predictors and post exposure discriminators for the immuno-inflammatory response to ozone in inflammatory responsive adult volunteers.<br /><br /><strong>METHODS: </strong>Sputum induction was performed on 27 individuals before and after a two hour chamber exposure to 0.4?ppm ozone. Subjects were classified as inflammatory responders or non-responders to ozone based on their PMN response. Innate immune function, inflammatory cell and cytokine modulation and transcriptional signaling pathways were measured in sputum.<br /><br /><strong>RESULTS: </strong>Post exposure, responders showed activated innate immune function (CD16: 31,004 MFI vs 8988 MFI; CD11b: 44,986 MFI vs 24,770 MFI; CD80: 2236 MFI vs 1506 MFI; IL-8: 37,603?pg/ml vs 2828?pg/ml; and IL-1?: 1380 pg/ml vs 318 pg/ml) with muted signaling of immune cell trafficking pathways. In contrast, non-responders displayed decreased innate immune activity (CD16, CD80; phagocytosis: 2 particles/PMN vs 4 particles/PMN) post exposure that was accompanied by a heightened signaling of immune cell trafficking pathways.<br /><br /><strong>CONCLUSIONS: </strong>Inflammatory responsive and non responsive individuals to ozone show an inverse relationship between immune cell trafficking and immuno-inflammatory functional responses to ozone. These distinct genomic signatures may further our understanding about ozone-induced morbidity in individuals with different levels of inflammatory responsiveness.",0,0,3.1.4.4.1,Controlled Human Exposure Studies
